,,3 ,3 ,3 ,3 ,3 ,3 ,3 ,12 ,12 ,12 ,12 ,12 ,12 ,12 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,16 ,16 ,16 ,16 ,16 ,16 ,16 ,13 ,13 ,13 ,13 ,13 ,13 ,13 ,19 ,19 ,19 ,19 ,19 ,19 ,19 ,21 ,21 ,21 ,21 ,21 ,21 ,21 ,24 ,24 ,24 ,24 ,24 ,24 ,24 ,23 ,23 ,23 ,23 ,23 ,23 ,23 ,22 ,22 ,22 ,22 ,22 ,22 ,22 ,18 ,18 ,18 ,18 ,18 ,18 ,18 ,17 ,17 ,17 ,17 ,17 ,17 ,17 ,20 ,20 ,20 ,20 ,20 ,20 ,20 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,9 ,9 ,9 ,9 ,9 ,9 ,9 ,11 ,11 ,11 ,11 ,11 ,11 ,11 ,4 ,4 ,4 ,4 ,4 ,4 ,4 
Date,Screened,3.stocked,3.restocked,3.morts,3.setters,3.expected,3.actual,3.density,12.stocked,12.restocked,12.morts,12.setters,12.expected,12.actual,12.density,8.stocked,8.restocked,8.morts,8.setters,8.expected,8.actual,8.density,10.stocked,10.restocked,10.morts,10.setters,10.expected,10.actual,10.density,5.stocked,5.restocked,5.morts,5.setters,5.expected,5.actual,5.density,7.stocked,7.restocked,7.morts,7.setters,7.expected,7.actual,7.density,16.stocked,16.restocked,16.morts,16.setters,16.expected,16.actual,16.density,13.stocked,13.restocked,13.morts,13.setters,13.expected,13.actual,13.density,19.stocked,19.restocked,19.morts,19.setters,19.expected,19.actual,19.density,21.stocked,21.restocked,21.morts,21.setters,21.expected,21.actual,21.density,24.stocked,24.restocked,24.morts,24.setters,24.expected,24.actual,24.density,23.stocked,23.restocked,23.morts,23.setters,23.expected,23.actual,23.density,22.stocked,22.restocked,22.morts,22.setters,22.expected,22.actual,22.density,18.stocked,18.restocked,18.morts,18.setters,18.expected,18.actual,18.density,17.stocked,17.restocked,17.morts,17.setters,17.expected,17.actual,17.density,20.stocked,20.restocked,20.morts,20.setters,20.expected,20.actual,20.density,1.stocked,1.restocked,1.morts,1.setters,1.expected,1.actual,1.density,9.stocked,9.restocked,9.morts,9.setters,9.expected,9.actual,9.density,11.stocked,11.restocked,11.morts,11.setters,11.expected,11.actual,11.density,4.stocked,4.restocked,4.morts,4.setters,4.expected,4.actual,4.density
6/8/17,N,0 ,0 ,0 ,0 ,,0 ,135990 ,0 ,0 ,0 ,0 ,,0 ,48307 ,0 ,0 ,0 ,0 ,,0 ,91018 ,0 ,0 ,0 ,0 ,,0 ,109457 ,0 ,0 ,0 ,0 ,,0 ,181213 ,0 ,0 ,0 ,0 ,,0 ,39093 ,0 ,0 ,0 ,0 ,,0 ,144907 ,0 ,0 ,0 ,0 ,,0 ,95320 ,0 ,0 ,0 ,0 ,,0 ,88227 ,0 ,0 ,0 ,0 ,,0 ,70563 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,4392 ,0 ,0 ,0 ,,0 ,92558 ,25167 ,0 ,0 ,0 ,,0 ,114440 ,0 ,0 ,0 ,0 ,,0 ,113320 ,0 ,0 ,0 ,0 ,,0 ,64220 ,9067 ,0 ,0 ,0 ,,0 ,49992 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,6940 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/9/17,Y,0 ,87147 ,0 ,157 ,135990 ,87303 ,87147 ,0 ,58427 ,0 ,143 ,48307 ,58570 ,58427 ,0 ,49513 ,0 ,613 ,91018 ,50127 ,49513 ,0 ,38750 ,367 ,0 ,109457 ,38750 ,38750 ,0 ,146167 ,1200 ,150 ,181213 ,146317 ,146167 ,0 ,48000 ,360 ,327 ,39093 ,48327 ,48000 ,0 ,32667 ,0 ,0 ,144907 ,32667 ,32667 ,0 ,42217 ,0 ,500 ,95320 ,42717 ,42217 ,0 ,93467 ,0 ,31 ,88227 ,93497 ,93467 ,0 ,56247 ,175 ,88 ,70563 ,56334 ,56247 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,64533 ,0 ,0 ,92558 ,64533 ,64533 ,0 ,83333 ,3750 ,2600 ,114440 ,85933 ,83333 ,0 ,56747 ,2773 ,1400 ,113320 ,58147 ,56747 ,0 ,46447 ,0 ,1050 ,64220 ,47497 ,46447 ,0 ,55050 ,1083 ,183 ,49992 ,55233 ,55050 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6940 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
6/10/17,N,0 ,0 ,0 ,0 ,,0 ,87147 ,0 ,0 ,0 ,0 ,,0 ,58427 ,0 ,0 ,0 ,0 ,,0 ,49513 ,61733 ,0 ,0 ,0 ,,0 ,100483 ,0 ,0 ,0 ,0 ,,0 ,146167 ,0 ,0 ,0 ,0 ,,0 ,48000 ,0 ,0 ,0 ,0 ,,0 ,32667 ,0 ,0 ,0 ,0 ,,0 ,42217 ,0 ,0 ,0 ,0 ,,0 ,93467 ,54200 ,0 ,0 ,0 ,,0 ,110447 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,64533 ,0 ,0 ,0 ,0 ,,0 ,83333 ,0 ,0 ,0 ,0 ,,0 ,56747 ,51467 ,0 ,0 ,0 ,,0 ,97913 ,0 ,0 ,0 ,0 ,,0 ,55050 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/11/17,N,0 ,0 ,0 ,0 ,,0 ,87147 ,0 ,0 ,0 ,0 ,,0 ,58427 ,0 ,0 ,0 ,0 ,,0 ,49513 ,0 ,0 ,0 ,0 ,,0 ,100483 ,0 ,0 ,0 ,0 ,,0 ,146167 ,0 ,0 ,0 ,0 ,,0 ,48000 ,0 ,0 ,0 ,0 ,,0 ,32667 ,0 ,0 ,0 ,0 ,,0 ,42217 ,0 ,0 ,0 ,0 ,,0 ,93467 ,0 ,0 ,0 ,0 ,,0 ,110447 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,0 ,64533 ,0 ,0 ,0 ,0 ,,0 ,83333 ,0 ,0 ,0 ,0 ,,0 ,56747 ,0 ,0 ,0 ,0 ,,0 ,97913 ,0 ,0 ,0 ,0 ,,0 ,55050 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/12/17,Y,0 ,82533 ,650 ,600 ,87147 ,83133 ,82533 ,0 ,47113 ,233 ,300 ,58427 ,47413 ,47113 ,0 ,43713 ,380 ,2010 ,49513 ,45723 ,43713 ,9400 ,69678 ,183 ,150 ,100483 ,69828 ,79078 ,0 ,107933 ,3000 ,992 ,146167 ,108925 ,107933 ,0 ,35893 ,333 ,3750 ,48000 ,39643 ,35893 ,0 ,37500 ,650 ,0 ,32667 ,37500 ,37500 ,1400 ,53447 ,900 ,260 ,42217 ,53707 ,54847 ,0 ,72737 ,2917 ,1650 ,93467 ,74387 ,72737 ,53333 ,82667 ,375 ,3410 ,110447 ,86077 ,136000 ,65667 ,0 ,0 ,0 ,0 ,0 ,65667 ,0 ,70767 ,370 ,0 ,64533 ,70767 ,70767 ,0 ,62773 ,817 ,3617 ,83333 ,66390 ,62773 ,0 ,23887 ,267 ,0 ,56747 ,23887 ,23887 ,4200 ,90280 ,500 ,2133 ,97913 ,92413 ,94480 ,0 ,47067 ,1613 ,813 ,55050 ,47879 ,47067 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
6/13/17,N,0 ,0 ,0 ,0 ,,0 ,82533 ,0 ,0 ,0 ,0 ,,0 ,47113 ,0 ,0 ,0 ,0 ,,0 ,43713 ,0 ,0 ,0 ,0 ,,0 ,79078 ,0 ,0 ,0 ,0 ,,0 ,107933 ,0 ,0 ,0 ,0 ,,0 ,35893 ,0 ,0 ,0 ,0 ,,0 ,37500 ,0 ,0 ,0 ,0 ,,0 ,54847 ,0 ,0 ,0 ,0 ,,0 ,72737 ,0 ,0 ,0 ,0 ,,0 ,136000 ,0 ,0 ,0 ,0 ,,0 ,65667 ,0 ,0 ,0 ,0 ,,0 ,70767 ,0 ,0 ,0 ,0 ,,0 ,62773 ,0 ,0 ,0 ,0 ,,0 ,23887 ,0 ,0 ,0 ,0 ,,0 ,94480 ,0 ,0 ,0 ,0 ,,0 ,47067 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/14/17,N,57867 ,0 ,0 ,0 ,,0 ,140400 ,0 ,0 ,0 ,0 ,,0 ,47113 ,0 ,0 ,0 ,0 ,,0 ,43713 ,0 ,0 ,0 ,0 ,,0 ,79078 ,39000 ,0 ,0 ,0 ,,0 ,146933 ,79567 ,0 ,0 ,0 ,,0 ,115460 ,0 ,0 ,0 ,0 ,,0 ,37500 ,134800 ,0 ,0 ,0 ,,0 ,189647 ,0 ,0 ,0 ,0 ,,0 ,72737 ,0 ,0 ,0 ,0 ,,0 ,136000 ,0 ,0 ,0 ,0 ,,0 ,65667 ,0 ,0 ,0 ,0 ,,0 ,70767 ,0 ,0 ,0 ,0 ,,0 ,62773 ,0 ,0 ,0 ,0 ,,0 ,23887 ,0 ,0 ,0 ,0 ,,0 ,94480 ,0 ,0 ,0 ,0 ,,0 ,47067 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/15/17,Y,47233 ,91117 ,2667 ,467 ,140400 ,91583 ,138350 ,0 ,20650 ,117 ,1867 ,47113 ,22517 ,20650 ,0 ,23917 ,0 ,1200 ,43713 ,25117 ,23917 ,0 ,69490 ,0 ,333 ,79078 ,69823 ,69490 ,48667 ,94067 ,5510 ,30333 ,146933 ,124400 ,142733 ,48000 ,106633 ,5100 ,1600 ,115460 ,108233 ,154633 ,58800 ,20542 ,933 ,350 ,37500 ,20892 ,79342 ,45400 ,82467 ,14220 ,2000 ,189647 ,84467 ,127867 ,0 ,47760 ,2820 ,1517 ,72737 ,49277 ,47760 ,0 ,125458 ,1200 ,5600 ,136000 ,131058 ,125458 ,0 ,55333 ,8933 ,0 ,65667 ,55333 ,55333 ,483 ,28333 ,0 ,0 ,70767 ,28333 ,28817 ,18167 ,52167 ,0 ,2250 ,62773 ,54417 ,70333 ,0 ,3325 ,533 ,0 ,23887 ,3325 ,3325 ,0 ,64180 ,6133 ,4025 ,94480 ,68205 ,64180 ,0 ,32017 ,840 ,400 ,47067 ,32417 ,32017 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
6/16/17,N,0 ,0 ,0 ,0 ,,0 ,138350 ,0 ,0 ,0 ,0 ,,0 ,20650 ,0 ,0 ,0 ,0 ,,0 ,23917 ,0 ,0 ,0 ,0 ,,0 ,69490 ,0 ,0 ,0 ,0 ,,0 ,142733 ,0 ,0 ,0 ,0 ,,0 ,154633 ,0 ,0 ,0 ,0 ,,0 ,79342 ,0 ,0 ,0 ,0 ,,0 ,127867 ,0 ,0 ,0 ,0 ,,0 ,47760 ,0 ,0 ,0 ,0 ,,0 ,125458 ,0 ,0 ,0 ,0 ,,0 ,55333 ,0 ,0 ,0 ,0 ,,0 ,28817 ,0 ,0 ,0 ,0 ,,0 ,70333 ,0 ,0 ,0 ,0 ,,0 ,3325 ,0 ,0 ,0 ,0 ,,0 ,64180 ,0 ,0 ,0 ,0 ,,0 ,32017 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/17/17,N,667 ,0 ,0 ,0 ,,0 ,139017 ,0 ,0 ,0 ,0 ,,0 ,20650 ,0 ,0 ,0 ,0 ,,0 ,23917 ,0 ,0 ,0 ,0 ,,0 ,69490 ,1167 ,0 ,0 ,0 ,,0 ,143900 ,1867 ,0 ,0 ,0 ,,0 ,156500 ,65333 ,0 ,0 ,0 ,,0 ,144675 ,59833 ,0 ,0 ,0 ,,0 ,187700 ,0 ,0 ,0 ,0 ,,0 ,47760 ,31150 ,0 ,0 ,0 ,,0 ,156608 ,0 ,0 ,0 ,0 ,,0 ,55333 ,111333 ,0 ,0 ,0 ,,0 ,140150 ,12800 ,0 ,0 ,0 ,,0 ,83133 ,0 ,0 ,0 ,0 ,,0 ,3325 ,0 ,0 ,0 ,0 ,,0 ,64180 ,0 ,0 ,0 ,0 ,,0 ,32017 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/18/17,N,0 ,0 ,0 ,0 ,,0 ,139017 ,0 ,0 ,0 ,0 ,,0 ,20650 ,0 ,0 ,0 ,0 ,,0 ,23917 ,0 ,0 ,0 ,0 ,,0 ,69490 ,0 ,0 ,0 ,0 ,,0 ,143900 ,0 ,0 ,0 ,0 ,,0 ,156500 ,0 ,0 ,0 ,0 ,,0 ,144675 ,0 ,0 ,0 ,0 ,,0 ,187700 ,0 ,0 ,0 ,0 ,,0 ,47760 ,0 ,0 ,0 ,0 ,,0 ,156608 ,0 ,0 ,0 ,0 ,,0 ,55333 ,0 ,0 ,0 ,0 ,,0 ,140150 ,0 ,0 ,0 ,0 ,,0 ,83133 ,0 ,0 ,0 ,0 ,,0 ,3325 ,0 ,0 ,0 ,0 ,,0 ,64180 ,0 ,0 ,0 ,0 ,,0 ,32017 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/19/17,Y,0 ,68000 ,5120 ,880 ,139017 ,68880 ,68000 ,0 ,1040 ,0 ,170 ,20650 ,1210 ,1040 ,0 ,18013 ,180 ,2167 ,23917 ,20180 ,18013 ,59640 ,64100 ,833 ,180 ,69490 ,64280 ,123740 ,0 ,83577 ,163 ,19467 ,143900 ,103043 ,83577 ,0 ,53133 ,500 ,167 ,156500 ,53300 ,53133 ,86020 ,48967 ,1470 ,5167 ,144675 ,54133 ,134987 ,0 ,45057 ,163 ,2253 ,187700 ,47310 ,45057 ,53457 ,20367 ,2333 ,3333 ,47760 ,23700 ,73823 ,125 ,92493 ,6500 ,833 ,156608 ,93327 ,92618 ,0 ,37067 ,500 ,0 ,55333 ,37067 ,37067 ,50000 ,77333 ,25500 ,0 ,140150 ,77333 ,127333 ,0 ,29833 ,3667 ,2167 ,83133 ,32000 ,29833 ,13000 ,1167 ,0 ,100 ,3325 ,1267 ,14167 ,51150 ,32050 ,2040 ,6250 ,64180 ,38300 ,83200 ,0 ,34500 ,817 ,0 ,32017 ,34500 ,34500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
6/20/17,N,0 ,0 ,0 ,0 ,,0 ,68000 ,0 ,0 ,0 ,0 ,,0 ,1040 ,0 ,0 ,0 ,0 ,,0 ,18013 ,0 ,0 ,0 ,0 ,,0 ,123740 ,0 ,0 ,0 ,0 ,,0 ,83577 ,0 ,0 ,0 ,0 ,,0 ,53133 ,0 ,0 ,0 ,0 ,,0 ,134987 ,0 ,0 ,0 ,0 ,,0 ,45057 ,0 ,0 ,0 ,0 ,,0 ,73823 ,0 ,0 ,0 ,0 ,,0 ,92618 ,0 ,0 ,0 ,0 ,,0 ,37067 ,0 ,0 ,0 ,0 ,,0 ,127333 ,0 ,0 ,0 ,0 ,,0 ,29833 ,0 ,0 ,0 ,0 ,,0 ,14167 ,52533 ,0 ,0 ,0 ,,0 ,135733 ,0 ,0 ,0 ,0 ,,0 ,34500 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/21/17,N,0 ,0 ,0 ,0 ,,0 ,68000 ,0 ,0 ,0 ,0 ,,0 ,1040 ,0 ,0 ,0 ,0 ,,0 ,18013 ,0 ,0 ,0 ,0 ,,0 ,123740 ,0 ,0 ,0 ,0 ,,0 ,83577 ,0 ,0 ,0 ,0 ,,0 ,53133 ,0 ,0 ,0 ,0 ,,0 ,134987 ,0 ,0 ,0 ,0 ,,0 ,45057 ,0 ,0 ,0 ,0 ,,0 ,73823 ,0 ,0 ,0 ,0 ,,0 ,92618 ,0 ,0 ,0 ,0 ,,0 ,37067 ,0 ,0 ,0 ,0 ,,0 ,127333 ,0 ,0 ,0 ,0 ,,0 ,29833 ,0 ,0 ,0 ,0 ,,0 ,14167 ,0 ,0 ,0 ,0 ,,0 ,135733 ,0 ,0 ,0 ,0 ,,0 ,34500 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/22/17,Y,0 ,23100 ,500 ,758 ,68000 ,23858 ,23100 ,0 ,167 ,0 ,217 ,1040 ,383 ,167 ,33 ,6300 ,0 ,3420 ,18013 ,9720 ,6333 ,889 ,64283 ,97 ,427 ,123740 ,64710 ,65172 ,0 ,25592 ,0 ,1000 ,83577 ,26592 ,25592 ,867 ,52933 ,233 ,200 ,53133 ,53133 ,53800 ,0 ,74242 ,8160 ,4500 ,134987 ,78742 ,74242 ,0 ,23000 ,427 ,400 ,45057 ,23400 ,23000 ,1564 ,39557 ,0 ,2997 ,73823 ,42553 ,41121 ,0 ,75600 ,167 ,975 ,92618 ,76575 ,75600 ,0 ,28033 ,147 ,0 ,37067 ,28033 ,28033 ,996 ,88433 ,193 ,0 ,127333 ,88433 ,89429 ,0 ,27300 ,0 ,667 ,29833 ,27967 ,27300 ,0 ,7877 ,330 ,0 ,14167 ,7877 ,7877 ,193 ,73187 ,833 ,1900 ,135733 ,75087 ,73380 ,0 ,27567 ,900 ,767 ,34500 ,28333 ,27567 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
6/23/17,N,0 ,0 ,0 ,0 ,,0 ,23100 ,0 ,0 ,0 ,0 ,,0 ,167 ,0 ,0 ,0 ,0 ,,0 ,6333 ,0 ,0 ,0 ,0 ,,0 ,65172 ,0 ,0 ,0 ,0 ,,0 ,25592 ,0 ,0 ,0 ,0 ,,0 ,53800 ,0 ,0 ,0 ,0 ,,0 ,74242 ,0 ,0 ,0 ,0 ,,0 ,23000 ,0 ,0 ,0 ,0 ,,0 ,41121 ,0 ,0 ,0 ,0 ,,0 ,75600 ,0 ,0 ,0 ,0 ,,0 ,28033 ,0 ,0 ,0 ,0 ,,0 ,89429 ,0 ,0 ,0 ,0 ,,0 ,27300 ,0 ,0 ,0 ,0 ,,0 ,7877 ,0 ,0 ,0 ,0 ,,0 ,73380 ,0 ,0 ,0 ,0 ,,0 ,27567 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/24/17,N,0 ,0 ,0 ,0 ,,0 ,23100 ,0 ,0 ,0 ,0 ,,0 ,167 ,0 ,0 ,0 ,0 ,,0 ,6333 ,0 ,0 ,0 ,0 ,,0 ,65172 ,0 ,0 ,0 ,0 ,,0 ,25592 ,77567 ,0 ,0 ,0 ,,0 ,131367 ,0 ,0 ,0 ,0 ,,0 ,74242 ,0 ,0 ,0 ,0 ,,0 ,23000 ,0 ,0 ,0 ,0 ,,0 ,41121 ,10000 ,0 ,0 ,0 ,,0 ,85600 ,0 ,0 ,0 ,0 ,,0 ,28033 ,0 ,0 ,0 ,0 ,,0 ,89429 ,0 ,0 ,0 ,0 ,,0 ,27300 ,0 ,0 ,0 ,0 ,,0 ,7877 ,0 ,0 ,0 ,0 ,,0 ,73380 ,0 ,0 ,0 ,0 ,,0 ,27567 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/25/17,N,0 ,0 ,0 ,0 ,,0 ,23100 ,0 ,0 ,0 ,0 ,,0 ,167 ,0 ,0 ,0 ,0 ,,0 ,6333 ,0 ,0 ,0 ,0 ,,0 ,65172 ,0 ,0 ,0 ,0 ,,0 ,25592 ,0 ,0 ,0 ,0 ,,0 ,131367 ,0 ,0 ,0 ,0 ,,0 ,74242 ,0 ,0 ,0 ,0 ,,0 ,23000 ,0 ,0 ,0 ,0 ,,0 ,41121 ,0 ,0 ,0 ,0 ,,0 ,85600 ,0 ,0 ,0 ,0 ,,0 ,28033 ,0 ,0 ,0 ,0 ,,0 ,89429 ,0 ,0 ,0 ,0 ,,0 ,27300 ,0 ,0 ,0 ,0 ,,0 ,7877 ,0 ,0 ,0 ,0 ,,0 ,73380 ,0 ,0 ,0 ,0 ,,0 ,27567 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/26/17,Y,0 ,8350 ,1167 ,650 ,23100 ,9000 ,8350 ,0 ,247 ,0 ,0 ,167 ,247 ,247 ,0 ,3403 ,0 ,1167 ,6333 ,4570 ,3403 ,0 ,46817 ,0 ,2030 ,65172 ,48847 ,46817 ,0 ,450 ,0 ,0 ,25592 ,450 ,450 ,0 ,28747 ,2000 ,4060 ,131367 ,32807 ,28747 ,0 ,34747 ,6593 ,1560 ,74242 ,36307 ,34747 ,0 ,6060 ,0 ,150 ,23000 ,6210 ,6060 ,0 ,23447 ,3467 ,2000 ,41121 ,25447 ,23447 ,0 ,45833 ,317 ,653 ,85600 ,46487 ,45833 ,0 ,27800 ,0 ,0 ,28033 ,27800 ,27800 ,0 ,26160 ,458 ,680 ,89429 ,26840 ,26160 ,0 ,11090 ,1067 ,600 ,27300 ,11690 ,11090 ,0 ,6405 ,233 ,125 ,7877 ,6530 ,6405 ,0 ,40400 ,3000 ,1850 ,73380 ,42250 ,40400 ,0 ,17900 ,600 ,2000 ,27567 ,19900 ,17900 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
6/27/17,N,0 ,0 ,0 ,0 ,,0 ,8350 ,0 ,0 ,0 ,0 ,,0 ,247 ,0 ,0 ,0 ,0 ,,0 ,3403 ,0 ,0 ,0 ,0 ,,0 ,46817 ,0 ,0 ,0 ,0 ,,0 ,450 ,0 ,0 ,0 ,0 ,,0 ,28747 ,0 ,0 ,0 ,0 ,,0 ,34747 ,0 ,0 ,0 ,0 ,,0 ,6060 ,0 ,0 ,0 ,0 ,,0 ,23447 ,0 ,0 ,0 ,0 ,,0 ,45833 ,0 ,0 ,0 ,0 ,,0 ,27800 ,0 ,0 ,0 ,0 ,,0 ,26160 ,0 ,0 ,0 ,0 ,,0 ,11090 ,0 ,0 ,0 ,0 ,,0 ,6405 ,0 ,0 ,0 ,0 ,,0 ,40400 ,0 ,0 ,0 ,0 ,,0 ,17900 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/28/17,N,0 ,0 ,0 ,0 ,,0 ,8350 ,0 ,0 ,0 ,0 ,,0 ,247 ,0 ,0 ,0 ,0 ,,0 ,3403 ,0 ,0 ,0 ,0 ,,0 ,46817 ,0 ,0 ,0 ,0 ,,0 ,450 ,0 ,0 ,0 ,0 ,,0 ,28747 ,0 ,0 ,0 ,0 ,,0 ,34747 ,0 ,0 ,0 ,0 ,,0 ,6060 ,0 ,0 ,0 ,0 ,,0 ,23447 ,0 ,0 ,0 ,0 ,,0 ,45833 ,0 ,0 ,0 ,0 ,,0 ,27800 ,0 ,0 ,0 ,0 ,,0 ,26160 ,0 ,0 ,0 ,0 ,,0 ,11090 ,0 ,0 ,0 ,0 ,,0 ,6405 ,0 ,0 ,0 ,0 ,,0 ,40400 ,0 ,0 ,0 ,0 ,,0 ,17900 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 ,0 ,0 ,0 ,0 ,,#DIV/0!,0 
6/29/17,Y,0 ,2803 ,167 ,115 ,8350 ,2918 ,2803 ,0 ,82 ,80 ,0 ,247 ,82 ,82 ,0 ,1790 ,110 ,350 ,3403 ,2140 ,1790 ,0 ,31000 ,0 ,1100 ,46817 ,32100 ,31000 ,0 ,1597 ,290 ,0 ,450 ,1597 ,1597 ,0 ,25300 ,300 ,113 ,28747 ,25413 ,25300 ,0 ,18160 ,1473 ,40 ,34747 ,18200 ,18160 ,0 ,2240 ,387 ,42 ,6060 ,2282 ,2240 ,73800 ,11717 ,100 ,350 ,23447 ,12067 ,85517 ,0 ,41687 ,77 ,220 ,45833 ,41907 ,41687 ,0 ,19117 ,0 ,0 ,27800 ,19117 ,19117 ,0 ,44167 ,300 ,250 ,26160 ,44417 ,44167 ,0 ,7233 ,300 ,153 ,11090 ,7387 ,7233 ,0 ,3625 ,917 ,0 ,6405 ,3625 ,3625 ,0 ,45667 ,3640 ,640 ,40400 ,46307 ,45667 ,0 ,19700 ,1833 ,2000 ,17900 ,21700 ,19700 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
